grid_id,modelo_id,cenario_id,cenario,ano,prec_max
6931,1,3,ssp245,2092,29.954098
6931,1,3,ssp245,2093,28.851116
6931,1,3,ssp245,2094,25.744308
6931,1,3,ssp245,2095,30.436977
6931,1,3,ssp245,2096,36.981823
6931,1,3,ssp245,2097,25.633879
6931,1,3,ssp245,2098,27.805138
6931,1,3,ssp245,2099,26.056130
6931,1,3,ssp245,2100,25.549652
6931,1,4,ssp370,2015,25.476793
6931,1,4,ssp370,2016,24.299076
6931,1,4,ssp370,2017,33.531020
6931,1,4,ssp370,2018,25.969711
6931,1,4,ssp370,2019,29.469778
6931,1,4,ssp370,2020,28.925380
6931,1,4,ssp370,2021,26.191511
6931,1,4,ssp370,2022,28.978325
6931,1,4,ssp370,2023,23.497501
6931,1,4,ssp370,2024,46.233074
6931,1,4,ssp370,2025,33.731140
6931,1,4,ssp370,2026,22.650188
6931,1,4,ssp370,2027,33.240025
6931,1,4,ssp370,2028,28.478193
6931,1,4,ssp370,2029,41.750816
6931,1,4,ssp370,2030,37.079820
6931,1,4,ssp370,2031,26.535286
6931,1,4,ssp370,2032,24.130413
6931,1,4,ssp370,2033,28.645529
6931,1,4,ssp370,2034,40.760067
6931,1,4,ssp370,2035,29.393278
6931,1,4,ssp370,2036,21.958433
6931,1,4,ssp370,2037,44.711906
6931,1,4,ssp370,2038,31.985556
6931,1,4,ssp370,2039,32.315144
6931,1,4,ssp370,2040,38.940037
6931,1,4,ssp370,2041,29.600317
6931,1,4,ssp370,2042,55.147870
6931,1,4,ssp370,2043,53.070946
6931,1,4,ssp370,2044,34.897590
6931,1,4,ssp370,2045,32.407715
6931,1,4,ssp370,2046,24.410532
6931,1,4,ssp370,2047,30.931747
6931,1,4,ssp370,2048,31.937975
6931,1,4,ssp370,2049,16.259367
6931,1,4,ssp370,2050,29.009327
6931,1,4,ssp370,2051,29.289913
6931,1,4,ssp370,2052,28.180520
6931,1,4,ssp370,2053,27.074257
6931,1,4,ssp370,2054,33.795364
6931,1,4,ssp370,2055,34.211952
6931,1,4,ssp370,2056,24.750534
6931,1,4,ssp370,2057,43.282784
6931,1,4,ssp370,2058,34.291138
6931,1,4,ssp370,2059,31.859966
